1788016867.095088484	8a:24:71:b4:e4:d2	01:00:5e:00:00:fb	119	90
1788016867.095401644	46:0e:57:5c:c3:ac	01:00:5e:00:00:fb	119	91
1788016867.095680471	46:0e:57:5c:c3:ac	33:33:00:00:00:fb	139	92
1788016867.096001055	28:2e:89:0d:9a:3e	01:00:5e:7f:ff:fa	167	93
1788016867.096218397	76:89:3d:ce:f2:9f	33:33:00:00:00:16	90	94
1788016867.096704157	9e:fa:dc:2b:94:b9	01:00:5e:00:00:fb	289	95
1788016867.096879783	c0:09:25:80:64:64	ff:ff:ff:ff:ff:ff	60	96
1788016867.097369700	0a:98:67:85:c4:40	01:00:5e:00:00:fb	290	97
1788016867.097852354	96:e4:d9:c5:18:65	01:00:5e:00:00:fb	290	98
1788016867.197971449	48:45:e6:80:7f:d9	01:00:5e:00:00:fb	338	99
1788016867.198242451	be:b3:51:01:2d:df	01:00:5e:00:00:fb	180	100
1788016867.198806897	12:24:44:5d:bd:d6	01:00:5e:00:00:fb	119	101
1788016867.198818418	12:24:44:5d:bd:d6	33:33:00:00:00:fb	139	102
1788016867.199092206	bc:29:78:87:0d:40	ff:ff:ff:ff:ff:ff	60	103
1788016867.199424551	a6:d9:77:da:78:11	01:00:5e:00:00:fb	290	104
1788016867.199696786	9a:58:ef:bf:2f:a6	ff:ff:ff:ff:ff:ff	60	105
1788016867.200279245	46:8c:7f:05:e2:52	01:00:5e:00:00:fb	289	106
1788016867.200610428	82:b3:26:16:b2:a9	01:00:5e:00:00:fb	290	107
1788016867.201623195	c0:74:ad:dc:20:14	ff:ff:ff:ff:ff:ff	564	108
1788016867.202003048	52:41:e7:a7:82:11	01:00:5e:00:00:fb	289	109
1788016867.202584756	96:db:97:a5:36:f0	01:00:5e:00:00:fb	290	110
1788016867.202901012	aa:65:71:eb:c5:b2	01:00:5e:00:00:fb	290	111
1788016867.203538463	d6:32:7c:eb:99:43	01:00:5e:00:00:fb	290	112
1788016867.204059108	1c:ce:51:42:91:dc	01:00:5e:00:00:fb	314	113
1788016867.204539768	72:cb:5f:64:c5:82	01:00:5e:00:00:fb	290	114
1788016867.204588058	d6:32:7c:eb:99:43	01:00:5e:00:00:fb	119	115
1788016867.205652530	c0:74:ad:dc:1f:a4	ff:ff:ff:ff:ff:ff	564	116
1788016867.205908995	d6:32:7c:eb:99:43	33:33:00:00:00:fb	139	117
1788016867.222509071	00:01:21:48:26:89	20:58:43:71:e2:64	254	118
1788016867.222520232	00:01:21:48:26:89	20:58:43:71:e2:64	226	119
1788016867.223578883	20:58:43:71:e2:64	00:01:21:48:26:89	92	120
